KO_ID	KO_name	KO_def
K11477	glcG	glc operon protein GlcG
K11483	HOS2	histone deacetylase HOS2
K11493	RCC1	regulator of chromosome condensation
K11497	CENPC	centromere protein C
K11498	CENPE	centromeric protein E
K11501	CENPI	centromere protein I
K11511	APITD1, CENPS, MHF1	centromere protein S
K11517	HAO	(S)-2-hydroxy-acid oxidase
K11518	TOM40	mitochondrial import receptor subunit TOM40
K11527	K11527	two-component system, sensor histidine kinase and response regulator
K11529	gck, gckA, GLYCTK	glycerate 2-kinase
K11530	lsrG	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
K11532	glpX-SEBP	fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase
K11533	fas	fatty acid synthase, bacteria type
K11534	deoR	DeoR family transcriptional regulator, deoxyribose operon repressor
K11537	xapB	MFS transporter, NHS family, xanthosine permease
K11538	ACAD8	isobutyryl-CoA dehydrogenase
K11547	NDC80, HEC1, TID3	kinetochore protein NDC80
K11548	NUF2, CDCA1	kinetochore protein Nuf2
K11552	MAL2, MCM21	central kinetochore subunit Mal2/MCM21
K11557	SPC24	kinetochore protein Spc24, fungi type
K11558	SPC25	kinetochore protein Spc25, fungi type
K11559	mis12, MTW1	kinetochore protein Mis12/MTW1
K11560	mis13, DSN1	kinetochore protein Mis13/DSN1
K11563	SPC7, SPC105	kinetochore protein Spc7/SPC105
K11566	ASK1	DASH complex subunit ASK1
K11568	DAD3	DASH complex subunit DAD3
K11578	ZW10, DSL1	protein transport protein DSL1/ZW10
K11584	PPP2R5	serine/threonine-protein phosphatase 2A regulatory subunit B'
K11592	DICER1, DCR1	endoribonuclease Dicer
K11593	ELF2C, AGO	eukaryotic translation initiation factor 2C
K11594	DDX3X, bel	ATP-dependent RNA helicase DDX3X
K11595	CHP1	chromo domain-containing protein 1
K11597	TAS3	RNA-induced transcriptional silencing complex protein Tas3
K11599	POMP, UMP1	proteasome maturation protein
K11600	RRP41, EXOSC4, SKI6	exosome complex component RRP41
K11601	mntC	manganese transport system substrate-binding protein
K11602	mntB	manganese transport system permease protein
K11603	mntA	manganese transport system ATP-binding protein
K11604	sitA	manganese/iron transport system substrate-binding protein
K11605	sitC	manganese/iron transport system permease protein
K11606	sitD	manganese/iron transport system permease protein
K11607	sitB	manganese/iron transport system ATP-binding protein
K11608	mtfabH	beta-ketoacyl-[acyl-carrier-protein] synthase III
K11609	kasAB	beta-ketoacyl ACP synthase
K11610	mabA	beta-ketoacyl ACP reductase
K11611	inhA	meromycolic acid enoyl-[acyl-carrier-protein] reductase
K11616	maeN	malate:Na+ symporter
K11617	liaS	two-component system, NarL family, sensor histidine kinase LiaS
K11618	liaR	two-component system, NarL family, response regulator LiaR
K11621	liaG	lia operon protein LiaG
K11622	liaF	lia operon protein LiaF
K11623	ydfH	two-component system, NarL family, sensor histidine kinase YdfH
K11624	ydfI	two-component system, NarL family, response regulator YdfI
K11636	yxdM	putative ABC transport system permease protein
K11643	CHD4, MI2B	chromodomain-helicase-DNA-binding protein 4
K11644	SIN3A	paired amphipathic helix protein Sin3a
K11645	fbaB	fructose-bisphosphate aldolase, class I
K11646	K11646	3-dehydroquinate synthase II
K11648	SMARCB1, SNF5, INI1	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1
K11654	SMARCA5, SNF2H, ISWI	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5
K11662	ACTR6, ARP6	actin-related protein 6
K11663	ZNHIT1, VPS71	zinc finger HIT domain-containing protein 1
K11664	VPS72, TCFL1, YL1	vacuolar protein sorting-associated protein 72
K11665	INO80, INOC1	DNA helicase INO80
K11667	INO80C, IES6	INO80 complex subunit C
K11672	ACTR5, ARP5, INO80M	actin-related protein 5
K11673	ACTR8, ARP8, INO80N	actin-related protein 8
K11675	IES1	Ino eighty subunit 1
K11676	IES2	Ino eighty subunit 2
K11681	SWR1	helicase SWR1
K11684	BDF1	bromodomain-containing factor 1
K11687	ADPRHL2	poly(ADP-ribose) glycohydrolase ARH3
K11688	dctP	C4-dicarboxylate-binding protein DctP
K11689	dctQ	C4-dicarboxylate transporter, DctQ subunit
K11690	dctM	C4-dicarboxylate transporter, DctM subunit
K11693	femX, fmhB	peptidoglycan pentaglycine glycine transferase (the first glycine)
K11696	CNL2	centromere-localized protein 2
K11698	SIM4	centromere protein Sim4
K11699	RDR, RDRP	RNA-dependent RNA polymerase
K11700	CID12	poly(A) RNA polymerase Cid12
K11701	HRR1	helicase required for RNAi-mediated heterochromatin assembly 1
K11703	GLT25D	collagen beta-1,O-galactosyltransferase
K11707	troA, mntA, znuA	manganese/zinc/iron transport system substrate-binding protein
K11708	troC, mntC, znuB	manganese/zinc/iron transport system permease protein
K11709	troD, mntD, znuB	manganese/zinc/iron transport system permease protein
K11710	troB, mntB, znuC	manganese/zinc/iron transport system ATP- binding protein
K11711	dctS	two-component system, LuxR family, sensor histidine kinase DctS
K11712	dctR	two-component system, LuxR family, response regulator DctR
K11717	sufS	cysteine desulfurase / selenocysteine lyase
K11718	HUGT	UDP-glucose:glycoprotein glucosyltransferase
K11719	lptC	lipopolysaccharide export system protein LptC
K11720	lptG	lipopolysaccharide export system permease protein
K11725	LHPP	phospholysine phosphohistidine inorganic pyrophosphate phosphatase
K11731	atuD	citronellyl-CoA dehydrogenase
K11735	gabP	GABA permease
K11737	cycA	D-serine/D-alanine/glycine transporter
K11738	ansP	L-asparagine permease
K11739	nfrA	bacteriophage N4 adsorption protein A
K11740	nfrB	bacteriophage N4 adsorption protein B
K11741	sugE	quaternary ammonium compound-resistance protein SugE
K11744	tqsA	AI-2 transport protein TqsA
K11745	kefC	glutathione-regulated potassium-efflux system ancillary protein KefC
K11746	kefF	glutathione-regulated potassium-efflux system ancillary protein KefF
K11747	kefB	glutathione-regulated potassium-efflux system protein KefB
K11748	kefG	glutathione-regulated potassium-efflux system ancillary protein KefG
K11749	rseP	regulator of sigma E protease
K11750	frsA	esterase FrsA
K11751	ushA	5'-nucleotidase / UDP-sugar diphosphatase
K11752	ribD	diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase
K11753	ribF	riboflavin kinase / FMN adenylyltransferase
K11754	folC	dihydrofolate synthase / folylpolyglutamate synthase
K11755	hisIE	phosphoribosyl-AMP cyclohydrolase / phosphoribosyl-ATP pyrophosphohydrolase
K11756	RSC1_2	chromatin structure-remodeling complex subunit RSC1/2
K11760	RSC6	chromatin structure-remodeling complex subunit RSC6
K11761	NPL6, RSC7	chromatin structure-remodeling complex protein RSC7
K11763	RSC9	chromatin structure-remodeling complex subunit RSC9
K11768	ARP9, SWP59	actin-related protein 9
K11770	SFH1	chromatin structure-remodeling complex subunit SFH1
K11771	SWI1, ADR6	SWI/SNF chromatin-remodeling complex subunit SWI1
K11777	K11777	HAD superfamily phosphatase
K11779	fbiC	FO synthase
K11780	cofG	7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase
K11781	cofH	5-amino-6-(D-ribitylamino)uracil---L-tyrosine 4-hydroxyphenyl transferase
K11782	mqnA	chorismate dehydratase
K11783	mqnB	futalosine hydrolase
K11784	mqnC	cyclic dehypoxanthinyl futalosine synthase
K11785	mqnD	1,4-dihydroxy-6-naphthoate synthase
K11786	STH1_SNF2	ATP-dependent helicase STH1/SNF2
K11795	DCAF6, IQWD1, NRIP, ARCAP	DDB1- and CUL4-associated factor 6
K11801	DCAF11	DDB1- and CUL4-associated factor 11
K11805	DCAF7, HAN11	DDB1- and CUL4-associated factor 7
K11806	DCAF13, WDSOF1	DDB1- and CUL4-associated factor 13
K11808	ADE2	phosphoribosylaminoimidazole carboxylase
K11811	arsH	arsenical resistance protein ArsH
K11816	YUCCA	indole-3-pyruvate monooxygenase
K11824	AP2A	AP-2 complex subunit alpha
K11826	AP2M1	AP-2 complex subunit mu-1
K11836	USP5_13, UBP14	ubiquitin carboxyl-terminal hydrolase 5/13
K11838	USP7, UBP15	ubiquitin carboxyl-terminal hydrolase 7
K11839	USP8, UBP5	ubiquitin carboxyl-terminal hydrolase 8
K11841	USP10, UBP3	ubiquitin carboxyl-terminal hydrolase 10
K11843	USP14, UBP6	ubiquitin carboxyl-terminal hydrolase 14
K11866	STAMBP, AMSH	STAM-binding protein
K11870	UBP1	ubiquitin carboxyl-terminal hydrolase 1
K11872	UBP9_13	ubiquitin carboxyl-terminal hydrolase 9/13
K11874	UBP16	ubiquitin carboxyl-terminal hydrolase 16
K11883	NOB1	RNA-binding protein NOB1
K11884	PNO1, DIM2	RNA-binding protein PNO1
K11885	DDI1	DNA damage-inducible protein 1
K11886	ECM29	proteasome component ECM29
K11890	impM	type VI secretion system protein ImpM
K11891	impL, vasK, icmF	type VI secretion system protein ImpL
K11892	impK, ompA, vasF, dotU	type VI secretion system protein ImpK
K11893	impJ, vasE	type VI secretion system protein ImpJ
K11894	impI, vasC	type VI secretion system protein ImpI
K11895	impH, vasB	type VI secretion system protein ImpH
K11896	impG, vasA	type VI secretion system protein ImpG
K11897	impF	type VI secretion system protein ImpF
K11898	impE	type VI secretion system protein ImpE
K11899	impD	type VI secretion system protein ImpD
K11900	impC	type VI secretion system protein ImpC
K11901	impB	type VI secretion system protein ImpB
K11902	impA	type VI secretion system protein ImpA
K11903	hcp	type VI secretion system secreted protein Hcp
K11904	vgrG	type VI secretion system secreted protein VgrG
K11905	K11905	type VI secretion system protein
K11906	vasD, lip	type VI secretion system protein VasD
K11907	vasG, clpV	type VI secretion system protein VasG
K11909	vasI	type VI secretion system protein VasI
K11910	vasJ	type VI secretion system protein VasJ
K11912	ppkA	serine/threonine-protein kinase PpkA
K11913	fha1	type VI secretion system protein
K11915	stp1, pppA	serine/threonine protein phosphatase Stp1
K11917	sfa3	sigma-54 dependent transcriptional regulator
K11918	lip3	type VI secretion system protein
K11921	cynR	LysR family transcriptional regulator, cyn operon transcriptional activator
K11923	cueR	MerR family transcriptional regulator, copper efflux regulator
K11924	mntR	DtxR family transcriptional regulator, manganese transport regulator
K11927	rhlE	ATP-dependent RNA helicase RhlE
K11928	putP	sodium/proline symporter
K11930	torT	periplasmic protein TorT
K11931	pgaB	poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase
K11932	uspG	universal stress protein G
K11935	pgaA	biofilm PGA synthesis protein PgaA
K11936	pgaC, icaA	poly-beta-1,6-N-acetyl-D-glucosamine synthase
K11937	pgaD	biofilm PGA synthesis protein PgaD
K11939	rhtA	inner membrane transporter RhtA
K11940	hspQ	heat shock protein HspQ
K11941	mdoC	glucans biosynthesis protein C
K11942	icmF	isobutyryl-CoA mutase
K11945	phdF	extradiol dioxygenase
K11948	phdI	1-hydroxy-2-naphthoate dioxygenase
K11954	natB	neutral amino acid transport system substrate-binding protein
K11955	natC	neutral amino acid transport system permease protein
K11956	natD	neutral amino acid transport system permease protein
K11957	natA	neutral amino acid transport system ATP-binding protein
K11958	natE	neutral amino acid transport system ATP-binding protein
K11959	urtA	urea transport system substrate-binding protein
K11960	urtB	urea transport system permease protein
K11961	urtC	urea transport system permease protein
K11962	urtD	urea transport system ATP-binding protein
K11963	urtE	urea transport system ATP-binding protein
K11968	ARIH1	ariadne-1
K11971	RNF14, ARA54	E3 ubiquitin-protein ligase RNF14
K11976	RNF216, TRIAD3	E3 ubiquitin-protein ligase RNF216
K11979	UBR7	E3 ubiquitin-protein ligase UBR7
K11982	RNF115_126	E3 ubiquitin-protein ligase RNF115/126
K11984	SART1, HAF, SNU66	U4/U6.U5 tri-snRNP-associated protein 1
K11991	tadA	tRNA(adenine34) deaminase
K11995	DNASE1L	deoxyribonuclease-1-like protein
K11996	MOCS3, UBA4	adenylyltransferase and sulfurtransferase
K12035	TRIM71	tripartite motif-containing protein 71
K12054	atlA	lytic transglycosylase AtlA
K12055	K12055, parA	chromosome partitioning related protein ParA
K12056	traG	conjugal transfer mating pair stabilization protein TraG
K12057	traF	conjugal transfer pilus assembly protein TraF
K12058	traN	conjugal transfer mating pair stabilization protein TraN
K12059	trbC	conjugal transfer pilus assembly protein TrbC
K12060	traU	conjugal transfer pilus assembly protein TraU
K12061	traW	conjugal transfer pilus assembly protein TraW
K12062	trbI	conjugal transfer pilin signal peptidase TrbI
K12063	traC	conjugal transfer ATP-binding protein TraC
K12064	traV	conjugal transfer pilus assembly protein TraV
K12065	traB	conjugal transfer pilus assembly protein TraB
K12066	traK	conjugal transfer pilus assembly protein TraK
K12067	traE	conjugal transfer pilus assembly protein TraE
K12068	traL	conjugal transfer pilus assembly protein TraL
K12069	traA	conjugal transfer pilus assembly protein TraA
K12070	traI	conjugal transfer pilus assembly protein TraI
K12071	traD	conjugal transfer pilus assembly protein TraD
K12072	traH	conjugative transfer pilus assembly protein TraH
K12073	E3.1.2.28	1,4-dihydroxy-2-naphthoyl-CoA hydrolase
K12132	prkC, stkP	eukaryotic-like serine/threonine-protein kinase
K12137	hyfB	hydrogenase-4 component B
K12140	hyfE	hydrogenase-4 component E
K12141	hyfF	hydrogenase-4 component F
K12146	hyfR	hydrogenase-4 transcriptional activator
K12152	nudJ	phosphatase NudJ
K12155	CYP79F2	homomethionine N-monooxygenase
K12160	SUMO, SMT3	small ubiquitin-related modifier
K12176	COPS2, CSN2, TRIP15	COP9 signalosome complex subunit 2
K12177	COPS3, CSN3	COP9 signalosome complex subunit 3
K12178	COPS4, CSN4	COP9 signalosome complex subunit 4
K12182	HGS, HRS, VPS27	hepatocyte growth factor-regulated tyrosine kinase substrate
K12184	VPS28	ESCRT-I complex subunit VPS28
K12188	SNF8, EAP30	ESCRT-II complex subunit VPS22
K12189	VPS25, EAP20	ESCRT-II complex subunit VPS25
K12190	VPS36, EAP45	ESCRT-II complex subunit VPS36
K12193	VPS24, CHMP3	charged multivesicular body protein 3
K12195	CHMP6, VPS20	charged multivesicular body protein 6
K12197	CHMP1, VPS46, DID2	charged multivesicular body protein 1
K12199	VTA1, LIP5	vacuolar protein sorting-associated protein VTA1
K12200	PDCD6IP, ALIX, RIM20	programmed cell death 6-interacting protein
K12203	dotB, traJ	defect in organelle trafficking protein DotB
K12204	dotC, traI	defect in organelle trafficking protein DotC
K12205	dotD, traH	defect in organelle trafficking protein DotD
K12206	icmB, dotO	intracellular multiplication protein IcmB
K12207	icmC, dotE	intracellular multiplication protein IcmC
K12209	icmE, dotG	intracellular multiplication protein IcmE
K12212	icmJ, dotN	intracellular multiplication protein IcmJ
K12213	icmK, traN, dotH	intracellular multiplication protein IcmK
K12214	icmL, traM, dotI	intracellular multiplication protein IcmL
K12217	icmO, trbC, dotL	intracellular multiplication protein IcmO
K12218	icmP, trbA	intracellular multiplication protein IcmP
K12222	icmT, traK	intracellular multiplication protein IcmT
K12232	HECTD2	E3 ubiquitin-protein ligase HECTD2
K12234	cofE, fbiB	coenzyme F420-0:L-glutamate ligase / coenzyme F420-1:gamma-L-glutamate ligase
K12235	SRR	serine racemase
K12240	pchF	pyochelin synthetase
K12241	pchG	pyochelin biosynthesis protein PchG
K12242	pchC	pyochelin biosynthesis protein PchC
K12243	pchR	AraC family transcriptional regulator, transcriptional activator of the genes for pyochelin and ferripyochelin receptors
K12244	GNT1	[Skp1-protein]-hydroxyproline N-acetylglucosaminyltransferase
K12251	aguB	N-carbamoylputrescine amidase
K12252	aruH	arginine:pyruvate transaminase
K12253	aruI	5-guanidino-2-oxopentanoate decarboxylase
K12254	kauB	4-guanidinobutyraldehyde dehydrogenase / NAD-dependent aldehyde dehydrogenase
K12255	gbuA	guanidinobutyrase
K12256	spuC	putrescine---pyruvate transaminase
K12257	secDF	SecD/SecF fusion protein
K12261	HACL1	2-hydroxyacyl-CoA lyase 1
K12262	cybB	superoxide oxidase
K12267	msrAB	peptide methionine sulfoxide reductase msrA/msrB
K12273	SEC66	translocation protein SEC66
K12274	SEC72	translocation protein SEC72
K12275	SEC62	translocation protein SEC62
K12276	mshE	MSHA biogenesis protein MshE
K12278	mshG	MSHA biogenesis protein MshG
K12279	mshI	MSHA biogenesis protein MshI
K12280	mshJ	MSHA biogenesis protein MshJ
K12281	mshK	MSHA biogenesis protein MshK
K12282	mshL	MSHA biogenesis protein MshL
K12283	mshM	MSHA biogenesis protein MshM
K12284	mshN	MSHA biogenesis protein MshN
K12285	mshO	MSHA biogenesis protein MshO
K12286	mshP	MSHA biogenesis protein MshP
K12287	mshQ	MSHA biogenesis protein MshQ
K12297	rlmL, rlmK	23S rRNA (guanine2445-N2)-methyltransferase / 23S rRNA (guanine2069-N7)-methyltransferase
K12306	MSFD7, SLC49A4	MFS transporter, FLVCR family, MFS-domain-containing protein 7
K12308	bgaB, lacA	beta-galactosidase
K12339	cysM	S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent)
K12340	tolC	outer membrane protein
K12343	SRD5A1	3-oxo-5-alpha-steroid 4-dehydrogenase 1
K12346	SMF	metal iron transporter
K12349	ASAH2	neutral ceramidase
K12350	SMPD1, ASM	sphingomyelin phosphodiesterase
K12351	SMPD2	sphingomyelin phosphodiesterase 2
K12368	dppA	dipeptide transport system substrate-binding protein
K12369	dppB	dipeptide transport system permease protein
K12370	dppC	dipeptide transport system permease protein
K12371	dppD	dipeptide transport system ATP-binding protein
K12372	dppF	dipeptide transport system ATP-binding protein
K12373	HEXA_B	hexosaminidase
K12386	CTNS	cystinosin
K12388	SORT1	sortilin
K12389	BTS, CLN3	battenin
K12391	AP1G1	AP-1 complex subunit gamma-1
K12393	AP1M	AP-1 complex subunit mu
K12397	AP3B	AP-3 complex subunit beta
K12409	GNE	bifunctional UDP-N-acetylglucosamine 2-epimerase / N-acetylmannosamine kinase
K12410	npdA	NAD-dependent deacetylase
K12420	actIII, oxyJ, snoaD, aknA	ketoreductase
K12421	fadD9	fatty acid CoA ligase FadD9
K12424	fadD22	4-hydroxybenzoate adenylyltransferase
K12428	fadD32	fatty acid CoA ligase FadD32
K12429	fadD36	fatty acid CoA ligase FadD36
K12436	pks12	mycoketide-CoA synthase
K12437	pks13	polyketide synthase 13
K12442	ppsC	phthiocerol/phenolphthiocerol synthesis type-I polyketide synthase C
K12443	ppsD	phthiocerol/phenolphthiocerol synthesis type-I polyketide synthase D
K12444	ppsE	phthiocerol/phenolphthiocerol synthesis type-I polyketide synthase E
K12448	UXE, uxe	UDP-arabinose 4-epimerase
K12449	AXS	UDP-apiose/xylose synthase
K12452	ascC, ddhC, rfbH	CDP-4-dehydro-6-deoxyglucose reductase, E1
K12453	rfbS	CDP-paratose synthetase
K12454	rfbE	CDP-paratose 2-epimerase
K12462	ARHGDI, RHOGDI	Rho GDP-dissociation inhibitor
K12466	E1.1.1.275	(+)-trans-carveol dehydrogenase
K12471	EPN	epsin
K12472	EPS15	epidermal growth factor receptor substrate 15
K12479	VPS45	vacuolar protein sorting-associated protein 45
K12481	RBSN, ZFYVE20	rabenosyn-5
K12488	ASAP	Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein
K12492	ARFGAP1	ADP-ribosylation factor GTPase-activating protein 1
K12500	tesC	thioesterase III
K12503	E2.5.1.68	short-chain Z-isoprenyl diphosphate synthase
K12506	ispDF	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase / 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
K12507	fadK	acyl-CoA synthetase
K12508	fcs	feruloyl-CoA synthase
K12510	tadB	tight adherence protein B
K12511	tadC	tight adherence protein C
K12524	thrA	bifunctional aspartokinase / homoserine dehydrogenase 1
K12526	lysAC	bifunctional diaminopimelate decarboxylase / aspartate kinase
K12527	ygfK	putative selenate reductase
K12528	xdhD	putative selenate reductase molybdopterin-binding subunit
K12529	ygfM	putative selenate reductase FAD-binding subunit
K12533	rsaD	ATP-binding cassette, subfamily C, bacterial RsaD
K12534	rsaE	membrane fusion protein, S-layer protein transport system
K12535	rsaF	outer membrane protein, S-layer protein transport system
K12536	hasD, prtD, aprD	ATP-binding cassette, subfamily C, bacterial exporter for protease/lipase
K12537	hasE, prtE	membrane fusion protein, protease secretion system
K12538	hasF, prtF	outer membrane protein, protease secretion system
K12539	prsD	ATP-binding cassette, subfamily C, bacterial PrsD
K12541	lapB	ATP-binding cassette, subfamily C, bacterial LapB
K12542	lapC	membrane fusion protein, adhesin transport system
K12543	lapE	outer membrane protein, adhesin transport system
K12544	rsaA	S-layer protein
K12546	nodO	putative nodulation protein
K12571	PAN2	PAB-dependent poly(A)-specific ribonuclease subunit 2
K12572	PAN3	PAB-dependent poly(A)-specific ribonuclease subunit 3
K12573	rnr, vacB	ribonuclease R
K12574	rnj	ribonuclease J
K12576	SPO12	sporulation-specific protein 12
K12580	CNOT3, NOT3	CCR4-NOT transcription complex subunit 3
K12582	wecF, rffT	dTDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
K12583	mgtA	phosphatidylinositol alpha 1,6-mannosyltransferase
K12584	DCPS, DCS	m7GpppX diphosphatase
K12585	DIS3, RRP44	exosome complex exonuclease DIS3/RRP44
K12586	RRP43, EXOSC8, OIP2	exosome complex component RRP43
K12587	MTR3, EXOSC6	exosome complex component MTR3
K12589	RRP42, EXOSC7	exosome complex component RRP42
K12592	C1D, LRP1	exosome complex protein LRP1
K12595	SKI7	superkiller protein 7
K12597	AIR1_2	protein AIR1/2
K12598	MTR4, SKIV2L2	ATP-dependent RNA helicase DOB1
K12599	SKI2, SKIV2L	antiviral helicase SKI2
K12603	CNOT6, CCR4	CCR4-NOT transcription complex subunit 6
K12604	CNOT1, NOT1	CCR4-NOT transcription complex subunit 1
K12608	CAF16	CCR4-NOT complex subunit CAF16
K12609	CAF120	CCR4-NOT transcriptional complex subunit CAF120
K12613	DCP2	mRNA-decapping enzyme subunit 2
K12614	DDX6, RCK, DHH1	ATP-dependent RNA helicase DDX6/DHH1
K12615	EDC3	enhancer of mRNA-decapping protein 3
K12616	EDC4	enhancer of mRNA-decapping protein 4
K12617	PATL1, PAT1	DNA topoisomerase 2-associated protein PAT1
K12618	XRN1, SEP1, KEM1	5'-3' exoribonuclease 1
K12620	LSM1	U6 snRNA-associated Sm-like protein LSm1
K12623	LSM4	U6 snRNA-associated Sm-like protein LSm4
K12628	pur10	puromycin biosynthesis protein Pur10
K12629	pur7	puromycin biosynthesis protein Pur7
K12630	pur4	puromycin biosynthesis protein Pur4
K12631	pur6	puromycin biosynthesis protein Pur6
K12632	pac	puromycin N-acetyltransferase
K12633	pur5	N-methyl-transferase
K12634	pur3	puromycin biosynthesis protein Pur3
K12635	dmpM	O-demethylpuromycin O-methyltransferase
K12636	napH	N-acetylpuromycin N-acetylhydrolase
K12644	E2.3.1.159	acridone synthase
K12658	lhpA	4-hydroxyproline epimerase
K12659	ARG56	N-acetyl-gamma-glutamyl-phosphate reductase / acetylglutamate kinase
K12661	LRA3, rhmD	L-rhamnonate dehydratase
K12662	PRPF4, PRP4	U4/U6 small nuclear ribonucleoprotein PRP4
K12666	OST1, RPN1	oligosaccharyltransferase complex subunit alpha (ribophorin I)
K12667	SWP1, RPN2	oligosaccharyltransferase complex subunit delta (ribophorin II)
K12668	OST2, DAD1	oligosaccharyltransferase complex subunit epsilon
K12669	OST3, OST6	oligosaccharyltransferase complex subunit gamma
K12676	pah	proclavaminate amidinohydrolase
K12677	car	clavulanate-9-aldehyde reducatase
K12685	ssp	subtilase-type serine protease
K12686	apeE, estA, lip-1	outer membrane lipase/esterase
K12692	H6H	hyoscyamine (6S)-dioxygenase
K12693	SGR1	strictosidine beta-D-glucosidase
K12694	E2.3.1.160	vinorine synthase
K12695	RG	raucaffricine beta-D-glucosidase / vomilenine glucosyltransferase
K12696	CYP71D12	tabersonine 16-hydroxylase
K12697	D4H	deacetoxyvindoline 4-hydroxylase
K12698	DAT	deacetylvindoline O-acetyltransferase
K12699	MAT	minovincinine 19-hydroxy-O-acetyltransferase
K12705	novO, couO	8-demethylnovobiocic acid C8-methyltransferase
K12706	novC	novobiocin biosynthesis protein NovC
K12713	novN	decarbamoylnovobiocin carbamoyltransferase
K12714	clohal	clorobiocin biosynthesis protein Clo-hal
K12719	cloN4, couN4	L-proline---[L-prolyl-carrier protein] ligase
K12720	cloN5, couN5	peptidyl carrier protein
K12721	cloN3, couN3	L-prolyl-[peptidyl-carrier protein] dehydrogenase
K12722	cloN6, couN6	clorobiocin/coumermycin A biosynthesis protein CloN6/CouN6
K12723	cloN2	clorobiocin biosynthesis protein CloN2
K12724	cloN7, couN7	clorobiocin/coumermycin A biosynthesis protein CloN7/CouN7
K12729	XMT	7-methylxanthosine synthase
K12730	MXMT	theobromine synthase
K12733	PPIL1	peptidyl-prolyl cis-trans isomerase-like 1
K12735	PPIL4	peptidyl-prolyl cis-trans isomerase-like 4
K12736	PPWD1	peptidylprolyl isomerase domain and WD repeat-containing protein 1
K12737	SDCCAG10	peptidyl-prolyl cis-trans isomerase SDCCAG10
K12747	cefG	deacetylcephalosporin-C acetyltransferase
K12748	gca	glutaryl-7-aminocephalosporanic-acid acylase
K12760	CLN1	G1/S-specific cyclin CLN1
K12762	GPR1	G protein-coupled receptor GPR1
K12764	IME1	meiosis-inducing protein 1
K12765	IME2	meiosis induction protein kinase IME2/SME1
K12767	RIM15	serine/threonine-protein kinase RIM15
K12769	NDT80	meiosis-specific transcription factor NDT80
K12780	REC8	meiotic recombination protein REC8, fungi type
K12782	AMA1	meiosis-specific APC/C activator protein AMA1
K12795	SUGT1, SGT1	suppressor of G2 allele of SKP1
K12809	espG2	T3SS secreted effector EspG-like protein
K12810	bfpA	major structural subunit of bundle-forming pilus
K12811	DDX46, PRP5	ATP-dependent RNA helicase DDX46/PRP5
K12815	DHX38, PRP16	pre-mRNA-splicing factor ATP-dependent RNA helicase DHX38/PRP16
K12816	CDC40, PRP17	pre-mRNA-processing factor 17
K12817	PRPF18, PRP18	pre-mRNA-splicing factor 18
K12818	DHX8, PRP22	ATP-dependent RNA helicase DHX8/PRP22
K12819	SLU7	pre-mRNA-processing factor SLU7
K12820	DHX15, PRP43	pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15/PRP43
K12821	PRPF40, PRP40	pre-mRNA-processing factor 40
K12822	RBM25, S164	RNA-binding protein 25
K12823	DDX5, DBP2	ATP-dependent RNA helicase DDX5/DBP2
K12826	SF3A2, SAP62	splicing factor 3A subunit 2
K12827	SF3A3, SAP61, PRP9	splicing factor 3A subunit 3
K12828	SF3B1, SAP155	splicing factor 3B subunit 1
K12829	SF3B2, SAP145, CUS1	splicing factor 3B subunit 2
K12830	SF3B3, SAP130, RSE1	splicing factor 3B subunit 3
K12831	SF3B4, SAP49	splicing factor 3B subunit 4
K12836	U2AF1	splicing factor U2AF 35 kDa subunit
K12837	U2AF2	splicing factor U2AF 65 kDa subunit
K12839	SMNDC1, SPF30	survival of motor neuron-related-splicing factor 30
K12842	SR140	U2-associated protein SR140
K12843	PRPF3, PRP3	U4/U6 small nuclear ribonucleoprotein PRP3
K12844	PRPF31	U4/U6 small nuclear ribonucleoprotein PRP31
K12846	SNRNP27	U4/U6.U5 tri-snRNP-associated protein 3
K12847	USP39, SAD1	U4/U6.U5 tri-snRNP-associated protein 2
K12848	SNU23	U4/U6.U5 tri-snRNP component SNU23
K12854	SNRNP200, BRR2	pre-mRNA-splicing helicase BRR2
K12855	PRPF6, PRP6	pre-mRNA-processing factor 6
K12856	PRPF8, PRP8	pre-mRNA-processing factor 8
K12857	SNRNP40, PRP8BP	Prp8 binding protein
K12859	TXNL4A, DIB1	U5 snRNP protein, DIM1 family
K12860	CDC5L, CDC5, CEF1	pre-mRNA-splicing factor CDC5/CEF1
K12861	BCAS2	pre-mRNA-splicing factor SPF27
K12862	PLRG1, PRL1, PRP46	pleiotropic regulator 1
K12863	CWC15	protein CWC15
K12864	CTNNBL1	beta-catenin-like protein 1
