KO_ID	KO_name	KO_def
K16875	hmfG	2,5-furandicarboxylate decarboxylase 2
K16876	hmfD	2-furoate---CoA ligase
K16877	hmfA	2-furoyl-CoA dehydrogenase large subunit
K16878	hmfB	2-furoyl-CoA dehydrogenase FAD binding subunit
K16879	hmfC	2-furoyl-CoA dehydrogenase 2Fe-2S iron sulfur subunit
K16880	hmfE	2-oxoglutaroyl-CoA hydrolase
K16901	K16901	anthranilate 3-monooxygenase (FAD) / 4-hydroxyphenylacetate 3-monooxygenase
K16902	E1.5.1.45	FAD reductase [NAD(P)H]
K16936	doxA	thiosulfate dehydrogenase (quinone) small subunit
K16937	doxD	thiosulfate dehydrogenase (quinone) large subunit
K16950	asrA	anaerobic sulfite reductase subunit A
K16951	asrB	anaerobic sulfite reductase subunit B
K16952	sor	sulfur oxygenase/reductase
K17048	ebdB	ethylbenzene hydroxylase subunit beta
K17049	ebdC	ethylbenzene hydroxylase subunit gamma
K17066	MOX	alcohol oxidase
K17067	mdo	formaldehyde dismutase / methanol dehydrogenase
K17068	fdm	formaldehyde dismutase
K17069	MET17	O-acetylhomoserine/O-acetylserine sulfhydrylase
K17070	dcmA	dichloromethane dehalogenase
K17100	DAS	dihydroxyacetone synthase
K17195	alsE	D-allulose-6-phosphate 3-epimerase
K17219	sreA	sulfur reductase molybdopterin subunit
K17220	sreB	sulfur reductase FeS subunit
K17221	sreC	sulfur reductase membrane anchor
K17222	soxA	L-cysteine S-thiosulfotransferase
K17223	soxX	L-cysteine S-thiosulfotransferase
K17224	soxB	S-sulfosulfanyl-L-cysteine sulfohydrolase
K17225	soxC	sulfane dehydrogenase subunit SoxC
K17226	soxY	sulfur-oxidizing protein SoxY
K17227	soxZ	sulfur-oxidizing protein SoxZ
K17229	fccB	sulfide dehydrogenase [flavocytochrome c] flavoprotein chain
K17230	fccA	cytochrome subunit of sulfide dehydrogenase
K17450	ACO2	homoaconitase
K17463	dgaF	2-dehydro-3-deoxy-phosphogluconate aldolase
K17464	dgaA	D-glucosaminate PTS system EIIA component
K17465	dgaB	D-glucosaminate PTS system EIIB component
K17466	dgaC	D-glucosaminate PTS system EIIC component
K17467	dgaD	D-glucosaminate PTS system EIID component
K17468	dgaE	D-glucosaminate-6-phosphate ammonia-lyase
K17725	ETHE1	sulfur dioxygenase
K17753	HICDH	isocitrate--homoisocitrate dehydrogenase
K17829	ccrA	crotonyl-CoA reductase
K17865	croR	3-hydroxybutyryl-CoA dehydratase
K17877	NIT-6	nitrite reductase (NAD(P)H)
K18020	cutA	glyceraldehyde dehydrogenase large subunit
K18021	cutB	glyceraldehyde dehydrogenase medium subunit
K18022	cutC	glyceraldehyde dehydrogenase small subunit
K18028	nicX	2,5-dihydroxypyridine 5,6-dioxygenase
K18029	nicA	nicotinate dehydrogenase subunit A
K18030	nicB	nicotinate dehydrogenase subunit B
K18067	pht4	phthalate 4,5-cis-dihydrodiol dehydrogenase
K18068	pht3	phthalate 4,5-dioxygenase
K18069	pht2	phthalate 4,5-dioxygenase reductase component
K18071	mhpco	2-methyl-3-hydroxypyridine 5-carboxylic acid dioxygenase
K18074	tphA2	terephthalate 1,2-dioxygenase oxygenase component alpha subunit
K18075	tphA3	terephthalate 1,2-dioxygenase oxygenase component beta subunit
K18076	tphB	1,2-dihydroxy-3,5-cyclohexadiene-1,4-dicarboxylate dehydrogenase
K18077	tphA1	terephthalate 1,2-dioxygenase reductase component
K18087	bphAc, bphA3, bphF	biphenyl 2,3-dioxygenase ferredoxin component
K18088	bphAd, bphA4, bphG	biphenyl 2,3-dioxygenase ferredoxin reductase component
K18089	todB, tcbAc	benzene/toluene/chlorobenzene dioxygenase ferredoxin component
K18090	todA, tcbAd	benzene/toluene/chlorobenzene dioxygenase ferredoxin reductase component
K18092	etbD	2-hydroxy-6-oxo-octa-2,4-dienoate hydrolase
K18118	aarC, cat1	succinyl-CoA:acetate CoA-transferase
K18121	GLYR	glyoxylate/succinic semialdehyde reductase
K18127	kdgA	2-dehydro-3-deoxy-D-gluconate aldolase
K18128	gadh	D-glyceraldehyde dehydrogenase (NADP+)
K18151	UAH	ureidoglycolate amidohydrolase
K18209	tfrA	fumarate reductase (CoM/CoB) subunit A
K18210	tfrB	fumarate reductase (CoM/CoB) subunit B
K18227	cmtAa	p-cumate 2,3-dioxygenase ferredoxin reductase component
K18242	nagG	salicylate 5-hydroxylase large subunit
K18243	nagH	salicylate 5-hydroxylase small subunit
K18248	andAb	anthranilate 1,2-dioxygenase ferredoxin component
K18249	andAa	anthranilate 1,2-dioxygenase ferredoxin reductase component
K18251	phtAa	phthalate 3,4-dioxygenase subunit alpha
K18252	phtAb	phthalate 3,4-dioxygenase subunit beta
K18253	phtAc	phthalate 3,4-dioxygenase ferredoxin component
K18254	phtAd	phthalate 3,4-dioxygenase ferredoxin reductase component
K18255	phtB	phthalate 3,4-cis-dihydrodiol dehydrogenase
K18256	phtC	3,4-dihydroxyphthalate decarboxylase
K18275	phdK	2-formylbenzoate dehydrogenase
K18276	hspB	6-hydroxy-3-succinoylpyridine 3-monooxygenase
K18277	tmm	trimethylamine monooxygenase
K18293	cymAb	p-cymene methyl-monooxygenase electron transfer component
K18312	styC	styrene-oxide isomerase
K18333	K18333	L-fucose dehydrogenase
K18334	fucD	L-fuconate dehydratase
K18335	K18335	2-keto-3-deoxy-L-fuconate dehydrogenase
K18336	lra6	2,4-didehydro-3-deoxy-L-rhamnonate hydrolase
K18337	LRA1	L-rhamnose 1-dehydrogenase
K18338	LRA2	L-rhamnono-1,4-lactonase
K18339	LRA4	2-keto-3-deoxy-L-rhamnonate aldolase
K18364	bphH, xylJ, tesE	2-oxopent-4-enoate/cis-2-oxohex-4-enoate hydratase
K18365	bphI, xylK, nahM, tesG	4-hydroxy-2-oxovalerate/4-hydroxy-2-oxohexanoate aldolase
K18366	bphJ, xylQ, nahO, tesF	acetaldehyde/propanal dehydrogenase
K18472	accD6	acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit
K18541	mdlY	mandelamide amidase
K18556	frdA	NADH-dependent fumarate reductase subunit A
K18558	frdC	NADH-dependent fumarate reductase subunit C
K18593	E6.2.1.56	4-hydroxybutyrate---CoA ligase (ADP-forming)
K18594	K18594	3-hydroxypropionyl-CoA synthetase (ADP-forming)
K18602	K18602	malonic semialdehyde reductase
K18607	pno	pyridoxine 4-oxidase
K18608	ppaT	pyridoxamine---pyruvate transaminase
K18609	pldh	pyridoxal 4-dehydrogenase
K18610	pdla	4-pyridoxolactonase
K18611	K18611	4-pyridoxate dehydrogenase
K18612	E1.2.1.100	5-formyl-3-hydroxy-2-methylpyridine 4-carboxylic acid 5-dehydrogenase
K18613	K18613	3-hydroxy-2-methylpyridine-4,5-dicarboxylate 4-decarboxylase
K18614	K18614	2-(acetamidomethylene)succinate hydrolase
K18687	fadD3	HIP---CoA ligase
K18857	ADH1	alcohol dehydrogenase class-P
K18859	sdhD, frdD	succinate dehydrogenase / fumarate reductase, subunit D
K18860	sdhD, frdD	putative succinate dehydrogenase / fumarate reductase, subunit D
K18861	K18861	4-hydroxybutyrate---CoA ligase (AMP-forming)
K18881	DJ1D	D-lactate dehydratase
K18978	gapN	glyceraldehyde-3-phosphate dehydrogenase [NAD(P)+]
K19066	E1.3.8.10	cyclohex-1-ene-1-carbonyl-CoA dehydrogenase
K19067	E1.3.8.11	cyclohexane-1-carbonyl-CoA dehydrogenase
K19185	kdhA	6-hydroxypseudooxynicotine dehydrogenase subunit alpha
K19186	kdhB	6-hydroxypseudooxynicotine dehydrogenase subunit beta
K19187	kdhL	6-hydroxypseudooxynicotine dehydrogenase subunit gamma
K19188	dhponh	2,6-dihydroxypseudooxynicotine hydrolase
K19189	dhpH	2,6-dihydroxypyridine 3-monooxygenase
K19190	nboR	nicotine blue oxidoreductase
K19191	mabO	4-methylaminobutanoate oxidase (formaldehyde-forming)
K19243	azf	NAD+ dependent glucose-6-phosphate dehydrogenase
K19266	E1.2.1.22	lactaldehyde dehydrogenase
K19268	glmE, mutE, mamB	methylaspartate mutase epsilon subunit
K19280	mct	succinyl-CoA:mesaconate CoA transferase
K19281	mcl	beta-methylmalyl-CoA/(S)-malyl-CoA lyase
K19282	aceB	bifunctional (S)-malyl-CoA lyase/thioesterase
K19312	pccB	acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit
K19515	bamB	benzoyl-CoA reductase subunit BamB
K19516	bamC	benzoyl-CoA reductase subunit BamC
K19629	tsaD1	4-(hydroxymethyl)benzenesulfonate dehydrogenase
K19630	tsaC1	4-formylbenzenesulfonate dehydrogenase
K19647	hgd	2-hydroxymethylglutarate dehydrogenase
K19670	phnA	phosphonoacetate hydrolase
K19700	sap	3-succinoylsemialdehyde-pyridine dehydrogenase
K19709	ydiF	acetate CoA-transferase
K19818	ndhA	nicotine dehydrogenase subunit A
K19819	ndhB	nicotine dehydrogenase subunit B
K19820	ndhC	nicotine dehydrogenase subunit C
K19826	nctB, 6-hlno	(S)-6-hydroxynicotine oxidase
K19837	atzE	1-carboxybiuret hydrolase
K19890	6-hdno	(R)-6-hydroxynicotine oxidase
K19958	bnsD	naphthyl-2-hydroxymethylsuccinyl-CoA dehydrogenase BnsD subunit
K19963	nylC	6-aminohexanoate-oligomer endohydrolase
K19964	HIUH	hydroxyisourate hydrolase
K20155	mao	4-methylaminobutanoate oxidase (methylamine-forming)
K20158	pao	pseudooxynicotine oxidase
K20169	nox, nicA2	nicotine oxidoreductase
K20170	nicA1	nicotine oxidoreductase
K20171	spmA	3-succinoylpyridine monooxygenase subunit A
K20172	spmC	3-succinoylpyridine monooxygenase subunit C
K20199	pchA	4-hydroxybenzaldehyde dehydrogenase (NADP+)
K20200	pchC	4-cresol dehydrogenase (hydroxylating) cytochrome subunit
K20218	hipH	4-hydroxyisophthalate hydroxylase
K20445	ndhF	nicotinate dehydrogenase FAD-subunit
K20446	ndhS	nicotinate dehydrogenase small FeS subunit
K20447	ndhL	nicotinate dehydrogenase large molybdopterin subunit
K20448	ndhM	nicotinate dehydrogenase medium molybdopterin subunit
K20449	hnr	6-hydroxynicotinate reductase
K20450	mgm	2-methyleneglutarate mutase
K20451	mii	methylitaconate Delta-isomerase
K20452	dmdA	dimethylmaleate hydratase large subunit
K20453	dmdB	dimethylmaleate hydratase small subunit
K20454	dml	2,3-dimethylmalate lyase
K20458	hcl	3-hydroxybenzoate/4-hydroxybenzoate---CoA ligase
K20509	madB, oadB, gcdB, mmdB	carboxybiotin decarboxylase
K20625	ahy	acetylene hydratase
K20626	lcdA	lactoyl-CoA dehydratase subunit alpha
K20627	lcdB	lactoyl-CoA dehydratase subunit beta
K20712	glnA	3-(hydroxyamino)phenol mutase
K20806	bxn	bromoxynil nitrilase
K20807	nthB	nitrile hydratase subunit beta
K20808	cbdB	2-halobenzoate 1,2-dioxygenase small subunit
K20809	cbdC	2-halobenzoate 1,2-dioxygenase electron transfer component
K20866	yihX	glucose-1-phosphatase
K20932	K20932	hydrazine synthase subunit
K20933	K20933	hydrazine synthase subunit
K20934	K20934	hydrazine synthase subunit
K20935	hdh	hydrazine dehydrogenase
K20941	graF	gamma-resorcylate decarboxylase
K20942	graA	resorcinol 4-hydroxylase (FADH2)
K20943	E1.14.13.219	resorcinol 4-hydroxylase (NADPH)
K20944	tsdB	resorcinol 4-hydroxylase (NADH)
K20990	E3.1.1.92	4-sulfomuconolactone hydrolase
K21071	pfk, pfp	ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase
K21104	E3.1.1.101	poly(ethylene terephthalate) hydrolase
K21105	E3.1.1.102	mono(ethylene terephthalate) hydrolase
K21307	soeA	sulfite dehydrogenase (quinone) subunit SoeA
K21308	soeB	sulfite dehydrogenase (quinone) subunit SoeB
K21309	soeC	sulfite dehydrogenase (quinone) subunit SoeC
K21317	bmoX	butane monooxygenase alpha subunit
K21318	bmoY	butane monooxygenase beta subunit
K21319	bmoZ	butane monooxygenase gamma subunit
K21320	bmoC	butane monooxygenase reductase
K21321	bmoB	butane monooxygenase regulatory protein
K21322	bmoD	butane monooxygenase hypothetical assembly protein
K21593	triA	melamine deaminase
K21607	pcpD	tetrachlorobenzoquinone reductase
K21610	cfbC	Ni-sirohydrochlorin a,c-diamide reductive cyclase subunit CfbC
K21611	cfbD	Ni-sirohydrochlorin a,c-diamide reductive cyclase subunit CfbD
K21612	cfbE	coenzyme F430 synthetase
K21647	pceA	tetrachloroethene reductive dehalogenase
K21648	pceB	tetrachloroethene reductive dehalogenase membrane anchor
K21673	cdhA	caffeine dehydrogenase subunit alpha
K21674	cdhB	caffeine dehydrogenase subunit beta
K21675	cdhC	caffeine dehydrogenase subunit gamma
K21683	dntB	4-methyl-5-nitrocatechol 5-monooxygenase
K21722	ndmA	methylxanthine N1-demethylase
K21723	ndmB	methylxanthine N3-demethylase
K21724	ndmC	7-methylxanthine demethylase
K21725	pnpA	4-nitrocatechol/4-nitrophenol 4-monooxygenase
K21726	npcA	4-nitrophenol 2-monooxygenase / 4-nitrocatechol 4-monooxygenase, oxygenase component
K21727	npcB	4-nitrophenol 2-monooxygenase / 4-nitrocatechol 4-monooxygenase, reductase component
K21759	bsdD	vanillate/4-hydroxybenzoate decarboxylase subunit D
K21802	vdh	vanillin dehydrogenase
K21840	HOX	hexose oxidase
K21883	lra5	2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD+)
K22011	cfbA	sirohydrochlorin cobalto/nickelchelatase
K22012	cfbB	Ni-sirohydrochlorin a,c-diamide synthase
K22081	mgsA	methylamine---glutamate N-methyltransferase subunit A
K22082	mgsB	methylamine---glutamate N-methyltransferase subunit B
K22083	mgsC	methylamine---glutamate N-methyltransferase subunit C
K22084	mgdA	methylglutamate dehydrogenase subunit A
K22085	mgdB	methylglutamate dehydrogenase subunit B
K22086	mgdC	methylglutamate dehydrogenase subunit C
K22087	mgdD	methylglutamate dehydrogenase subunit D
K22211	GLX3, HSP31	D-lactate dehydratase
K22212	mleA, mleS	malolactic enzyme
K22224	acdB	acetate---CoA ligase (ADP-forming) subunit beta
K22229	K22229	2-ketogluconate reductase
K22230	iolU	scyllo-inositol 2-dehydrogenase (NADP+)
K22270	nagX	3-hydroxybenzoate 6-monooxygenase
K22305	psp	phosphoserine phosphatase
K22353	etnC	alkene monooxygenase alpha subunit
K22354	etnA	alkene monooxygenase beta subunit
K22355	etnB	alkene monooxygenase coupling protein
K22356	etnD	alkene monooxygenase reductase
K22357	amoA	alkene monooxygenase alpha subunit
K22358	amoE	alkene monooxygenase beta subunit
K22359	amoB	alkene monooxygenase gamma subunit
K22360	amoC	alkene monooxygenase ferredoxin subunit
K22361	amoD	alkene monooxygenase effector subunit
K22362	amoF	alkene monooxygenase ferredoxin reductase component
K22363	etnE	2-hydroxypropyl-CoM lyase
K22470	SQOR	eukaryotic sulfide quinone oxidoreductase
K22473	adhA	alcohol dehydrogenase (quinone), dehydrogenase subunit
K22474	adhB	alcohol dehydrogenase (quinone), cytochrome c subunit
K22480	hdrA1	heterodisulfide reductase subunit A1
K22481	hdrB1	heterodisulfide reductase subunit B1
K22482	hdrC1	heterodisulfide reductase subunit C1
K22515	fdwB	formate dehydrogenase beta subunit
K22516	fdhA	formate dehydrogenase (coenzyme F420) alpha subunit
K22568	pccX	acetyl-CoA/propionyl-CoA carboxylase, PccX subunit
K22601	hpxY	oxamate carbamoyltransferase
K22602	hpxW	oxamate amidohydrolase
K22622	soxD	S-disulfanyl-L-cysteine oxidoreductase SoxD
K22676	bphB	cis-2,3-dihydrobiphenyl-2,3-diol/cis-2,3-dihydrodiol-DDE dehydrogenase
K22677	bphD	2,6-dioxo-6-phenylhexa-3-enoate/TCOA hydrolase
K22678	dhl1	DDT-dehydrochlorinase
K22715	dxnA1	dibenzofuran dioxygenase subunit alpha
K22716	dxnA2	dibenzofuran dioxygenase subunit beta
K22717	dxnB	2-hydroxy-6-oxo-6-(2-hydroxyphenoxy)-hexa-2,4-dienoate hydrolase
K22879	hpyO	FAD-dependent urate hydroxylase
K22958	lpdC	gallate decarboxylase subunit C
K22959	lpdB	gallate decarboxylase subunit B
K22960	lpdD	gallate decarboxylase subunit D
K22966	HINT4	sulfate adenylyltransferase (ADP) / adenylylsulfatase
K22969	gdh	glucose 1-dehydrogenase
K22982	K22982	hydroxypyruvate reductase
K23304	cysE	serine O-acetyltransferase
K23351	gcdC, mmdC	glutaconyl-CoA/methylmalonyl-CoA decarboxylase subunit gamma
K23352	gcdD, mmdD	glutaconyl-CoA/methylmalonyl-CoA decarboxylase subunit delta
K23359	biuH	biuret amidohydrolase
K23492	C2-hpah	4-hydroxyphenylacetate 3-monooxygenase
K23526	gcoA	aromatic O-demethylase, cytochrome P450 subunit
K23527	gcoB	aromatic O-demethylase, reductase subunit
K23528	pnpB	p-benzoquinone reductase (NADPH)
K23529	E1.6.5.7	2-hydroxy-1,4-benzoquinone reductase
K23548	hupU	uptake hydrogenase small subunit
K23549	hupV	uptake hydrogenase large subunit
K23995	xoxF	lanthanide-dependent methanol dehydrogenase
K23998	PPOX	pyridoxal 5'-phosphate synthase / NAD(P)H-hydrate epimerase
K24012	acdAB	acetate---CoA ligase (ADP-forming)
K24042	yitJ	methionine synthase / methylenetetrahydrofolate reductase(NADPH)
K24182	PFK9	6-phosphofructokinase
K24244	ligXc	5,5'-dehydrodivanillate O-demethylase ferredoxin subunit
K24245	ligXd	5,5'-dehydrodivanillate O-demethylase ferredoxin reductase subunit
K24393	comDE	sulfopyruvate decarboxylase
